DATAFLOW,LAST UPDATE,freq,deg_urb,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,IT,2021,19.7,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,IT,2022,17.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LT,2013,25.7,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LT,2014,28.8,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LT,2015,30.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LT,2016,30.0,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LT,2017,29.2,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LT,2018,31.4,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LT,2019,32.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LT,2020,32.4,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LT,2021,34.4,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LT,2022,33.1,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LU,2013,16.8,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LU,2014,18.5,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LU,2015,17.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LU,2016,18.3,b
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LU,2017,19.9,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LU,2018,18.4,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LU,2019,17.0,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LU,2020,18.0,b
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LU,2021,20.2,b
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LU,2022,21.0,b
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LV,2013,40.9,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LV,2014,40.6,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LV,2015,43.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LV,2016,40.5,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LV,2017,42.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LV,2018,37.1,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LV,2019,42.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LV,2020,41.7,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LV,2021,40.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,LV,2022,43.4,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,MK,2016,16.0,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,MK,2017,17.4,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,MK,2018,18.1,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,MK,2019,19.2,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,MK,2020,19.9,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,MT,2013,28.9,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,MT,2014,27.8,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,MT,2015,28.5,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,MT,2016,32.6,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,MT,2017,31.9,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,MT,2018,30.1,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,MT,2019,30.9,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,MT,2020,31.0,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,MT,2021,33.8,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,MT,2022,34.7,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,NL,2013,36.5,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,NL,2014,35.1,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,NL,2015,36.5,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,NL,2016,33.9,b
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,NL,2017,33.9,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,NL,2018,32.4,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,NL,2019,32.8,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,NL,2020,32.1,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,NL,2021,32.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,NL,2022,36.6,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,NO,2013,33.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,NO,2014,35.2,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,NO,2015,29.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,NO,2016,32.2,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,NO,2017,31.7,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,NO,2018,34.2,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,NO,2019,37.6,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,NO,2020,39.6,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,PL,2013,38.0,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,PL,2014,37.8,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,PL,2015,39.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,PL,2016,38.9,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,PL,2017,40.9,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,PL,2018,40.6,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,PL,2019,41.1,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,PL,2020,41.1,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,PL,2021,37.5,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,PL,2022,40.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,PT,2013,38.2,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,PT,2014,39.7,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,PT,2015,42.0,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,PT,2016,41.4,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,PT,2017,43.1,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,PT,2018,41.0,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,PT,2019,40.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,PT,2020,41.2,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,PT,2021,43.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,PT,2022,43.5,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,RO,2013,20.4,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,RO,2014,18.7,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,RO,2015,19.6,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,RO,2016,20.2,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,RO,2017,20.4,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,RO,2018,19.1,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,RO,2019,18.0,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,RO,2020,19.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,RO,2021,19.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,RO,2022,19.7,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,RS,2013,30.2,u
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,RS,2014,29.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,RS,2015,30.2,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,RS,2016,30.6,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,RS,2017,34.1,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,RS,2018,33.2,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,RS,2019,31.9,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,RS,2020,30.2,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,RS,2021,32.9,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SE,2013,33.1,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SE,2014,33.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SE,2015,32.5,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SE,2016,36.9,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SE,2017,33.4,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SE,2018,32.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SE,2019,34.7,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SE,2020,34.2,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SE,2021,37.9,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SE,2022,38.8,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SI,2013,33.2,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SI,2014,31.6,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SI,2015,34.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SI,2016,37.0,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SI,2017,41.4,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SI,2018,39.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SI,2019,35.9,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SI,2020,34.2,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SI,2021,30.5,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SI,2022,37.4,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SK,2013,28.9,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SK,2014,28.5,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SK,2015,29.9,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SK,2016,27.5,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SK,2017,31.0,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SK,2018,28.6,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SK,2019,31.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SK,2020,32.4,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SK,2021,32.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,SK,2022,34.5,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,UK,2013,31.1,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,UK,2014,33.0,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,UK,2015,33.3,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,UK,2016,34.0,
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,UK,2017,39.3,b
ESTAT:HLTH_SILC_19(1.0),11/07/23 23:00:00,A,DEG1,Y_GE16,T,PC,UK,2018,39.7,
