DATAFLOW,LAST UPDATE,freq,unit,sex,age,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,RO,2018,15.04,p
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,RO,2019,15.52,p
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,RO,2020,21.39,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,RS,2011,48.94,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,RS,2012,46.15,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,RS,2013,42.79,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,RS,2014,37.91,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,RS,2015,44.68,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,RS,2016,46.97,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,RS,2017,51.62,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,RS,2018,46.48,p
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,RS,2019,44.72,p
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,RS,2020,49.54,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SE,2011,21.13,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SE,2012,20.98,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SE,2013,20.92,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SE,2014,19.58,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SE,2015,20.69,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SE,2016,20.8,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SE,2017,22.21,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SE,2018,21.12,p
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SE,2019,19.99,p
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SE,2020,21.98,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SI,2011,16.11,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SI,2012,18.25,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SI,2013,18.01,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SI,2014,15.36,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SI,2015,16.84,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SI,2016,15.21,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SI,2017,16.39,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SI,2018,14.4,p
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SI,2019,19.19,p
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SI,2020,20.93,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SK,2011,21.9,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SK,2012,25.65,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SK,2013,20.54,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SK,2014,23.06,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SK,2015,18.75,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SK,2016,18.72,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SK,2017,17.5,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SK,2018,19.71,p
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SK,2019,15.87,p
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,SK,2020,19,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,TR,2011,59.73,d
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,TR,2012,56.14,d
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,TR,2013,54.04,d
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,TR,2014,49.42,d
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,TR,2015,48.89,d
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,TR,2016,49.12,d
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,TR,2017,45.47,d
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,TR,2018,44.04,dp
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,TR,2019,33.85,dp
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,UK,2011,10.46,d
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,UK,2012,10.36,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,UK,2013,10.21,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,UK,2014,10.8,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,UK,2015,10.95,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,UK,2016,11.2,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,UK,2017,11.85,
ESTAT:TPS00137(1.0),12/06/23 11:00:00,A,RT,T,TOTAL,E10-E14,UK,2018,11.99,p
