DATAFLOW,LAST UPDATE,freq,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,RS,2017,39.3,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,RS,2018,33.9,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,RS,2019,31.1,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,RS,2020,29.8,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,RS,2021,28.4,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SE,2015,18.2,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SE,2016,17.7,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SE,2017,17.2,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SE,2018,17.7,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SE,2019,18.4,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SE,2020,17.7,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SE,2021,17.2,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SE,2022,18.6,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SI,2015,17.7,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SI,2016,16.9,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SI,2017,16.6,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SI,2018,15.4,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SI,2019,13.7,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SI,2020,14.3,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SI,2021,13.2,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SI,2022,13.3,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SK,2015,17.3,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SK,2016,17.1,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SK,2017,15.8,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SK,2018,15.2,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SK,2019,14.8,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SK,2020,13.8,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SK,2021,15.6,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,SK,2022,16.5,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,TR,2015,26.7,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,TR,2016,26.6,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,TR,2017,32.3,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,TR,2018,32.4,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,TR,2019,33.1,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,TR,2020,34.1,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,TR,2021,34.0,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,UK,2015,23.1,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,UK,2016,21.9,
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,UK,2017,21.8,b
ESTAT:SDG_01_10(1.0),07/07/23 23:00:00,A,T,TOTAL,PC,UK,2018,22.8,
