DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CH,2019,18.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CH,2020,18.7,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CH,2021,18.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CH,2022,19.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CY,2011,12.7,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CY,2012,12.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CY,2013,13.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CY,2014,13.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CY,2015,14.6,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CY,2016,15.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CY,2017,15.6,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CY,2018,15.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CY,2019,16.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CY,2020,16.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CY,2021,16.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CY,2022,16.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CZ,2011,15.6,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CZ,2012,16.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CZ,2013,16.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CZ,2014,17.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CZ,2015,17.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CZ,2016,18.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CZ,2017,18.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CZ,2018,19.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CZ,2019,19.6,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CZ,2020,19.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CZ,2021,20.5,b
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,CZ,2022,20.6,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DE,2011,20.7,b
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DE,2012,20.7,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DE,2013,20.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DE,2014,20.9,b
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DE,2015,21.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DE,2016,21.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DE,2017,21.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DE,2018,21.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DE,2019,21.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DE,2020,21.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DE,2021,22.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DE,2022,22.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DK,2011,16.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DK,2012,17.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DK,2013,17.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DK,2014,18.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DK,2015,18.6,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DK,2016,18.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DK,2017,19.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DK,2018,19.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DK,2019,19.6,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DK,2020,19.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DK,2021,20.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,DK,2022,20.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EA19,2011,18.4,b
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EA19,2012,18.7,b
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EA19,2013,19.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EA19,2014,19.3,b
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EA19,2015,19.6,b
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EA19,2016,19.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EA19,2017,20.2,b
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EA19,2018,20.4,p
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EA19,2019,20.7,bep
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EA19,2020,21.0,ep
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EA19,2021,21.2,bp
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EA19,2022,21.5,bp
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EA20,2022,21.5,bp
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EE,2011,17.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EE,2012,17.7,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EE,2013,18.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EE,2014,18.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EE,2015,18.8,b
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EE,2016,19.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EE,2017,19.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EE,2018,19.6,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EE,2019,19.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EE,2020,20.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EE,2021,20.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,EE,2022,20.4,
