DATAFLOW,LAST UPDATE,freq,airpol,src_crf,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,1992,106.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,1993,107.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,1994,111.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,1995,108.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,1996,124.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,1997,112.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,1998,107.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,1999,104.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2000,99.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2001,100.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2002,100.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2003,106.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2004,99.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2005,94.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2006,104.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2007,98.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2008,92.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2009,87.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2010,86.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2011,79.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2012,73.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2013,75.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2014,71.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2015,66.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2016,70.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2017,67.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2018,69.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2019,64.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2020,58.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,2021,59.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,1990,100.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,1991,92.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,1992,67.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,1993,49.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,1994,52.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,1995,45.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,1996,47.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,1997,46.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,1998,40.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,1999,38.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2000,35.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2001,35.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2002,34.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2003,41.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2004,40.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2005,45.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2006,39.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2007,50.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2008,40.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2009,32.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2010,42.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2011,43.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2012,45.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2013,52.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2014,57.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2015,47.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2016,53.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2017,58.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2018,61.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2019,43.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2020,38.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EE,2021,42.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,1990,100.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,1991,99.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,1992,100.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,1993,99.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,1994,103.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,1995,104.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,1996,108.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,1997,113.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,1998,118.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,1999,118.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2000,121.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2001,122.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2002,122.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2003,126.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2004,127.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2005,130.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2006,127.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2007,131.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2008,126.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2009,119.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2010,113.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2011,110.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2012,107.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2013,99.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2014,97.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2015,90.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2016,87.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2017,91.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2018,88.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2019,81.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2020,68.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EL,2021,71.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,1990,100.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,1991,103.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,1992,106.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,1993,102.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,1994,109.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,1995,115.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,1996,111.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,1997,117.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,1998,120.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,1999,129.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2000,135.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2001,134.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2002,141.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2003,144.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2004,150.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2005,157.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2006,153.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2007,159.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2008,146.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2009,131.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2010,125.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2011,125.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2012,123.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2013,113.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2014,113.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2015,117.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2016,113.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2017,118.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2018,116.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2019,109.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2020,90.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,ES,2021,97.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,1990,100.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,1991,95.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,1992,93.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,1993,91.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,1994,90.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,1995,91.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,1996,93.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,1997,91.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,1998,90.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,1999,89.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2000,89.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2001,89.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2002,90.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2003,92.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2004,91.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2005,91.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2006,91.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2007,91.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2008,88.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2009,81.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2010,83.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2011,81.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2012,79.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2013,77.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2014,75.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2015,76.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2016,76.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2017,78.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2018,76.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2019,73.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2020,66.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,EU27_2020,2021,70.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,1990,100.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,1991,68.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,1992,78.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,1993,81.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,1994,108.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,1995,103.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,1996,102.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,1997,109.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,1998,106.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,1999,104.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2000,100.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2001,110.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2002,113.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2003,128.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2004,117.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2005,91.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2006,108.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2007,125.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2008,103.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2009,68.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2010,110.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2011,95.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2012,80.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2013,95.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2014,85.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2015,86.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2016,100.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2017,99.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2018,121.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2019,104.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2020,85.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FI,2021,105.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,1990,100.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,1991,104.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,1992,103.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,1993,99.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,1994,97.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,1995,98.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,1996,100.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,1997,98.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,1998,101.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,1999,99.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2000,101.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2001,100.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2002,97.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2003,97.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2004,96.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2005,97.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2006,95.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2007,93.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2008,93.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2009,90.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2010,90.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2011,85.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2012,85.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2013,85.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2014,80.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2015,82.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2016,83.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2017,85.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2018,82.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2019,81.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2020,71.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,FR,2021,76.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,HR,1990,100.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,HR,1991,68.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,HR,1992,60.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,HR,1993,59.9,
